scenario_name,run_number,round,agent_id,move,payoff,strategy
GeneratedScenario_0014,0,0,0,defect,3.8947368421052633,random
GeneratedScenario_0014,0,0,1,cooperate,2.3684210526315788,tit_for_tat
GeneratedScenario_0014,0,0,2,cooperate,1.736842105263158,tit_for_tat
GeneratedScenario_0014,0,0,3,cooperate,2.0526315789473686,tit_for_tat
GeneratedScenario_0014,0,0,4,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,0,5,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,0,6,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,0,7,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,0,8,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,0,9,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,0,10,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,0,11,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,0,12,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,0,13,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,0,14,cooperate,1.4210526315789473,tit_for_tat
GeneratedScenario_0014,0,0,15,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,0,16,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,0,17,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,0,18,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,0,19,cooperate,2.2105263157894735,tit_for_tat
GeneratedScenario_0014,0,1,0,defect,2.8421052631578947,random
GeneratedScenario_0014,0,1,1,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,1,2,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,1,3,cooperate,1.894736842105263,tit_for_tat
GeneratedScenario_0014,0,1,4,cooperate,1.736842105263158,tit_for_tat
GeneratedScenario_0014,0,1,5,cooperate,1.1052631578947367,tit_for_tat
GeneratedScenario_0014,0,1,6,defect,3.3684210526315788,tit_for_tat
GeneratedScenario_0014,0,1,7,cooperate,1.736842105263158,tit_for_tat
GeneratedScenario_0014,0,1,8,cooperate,1.263157894736842,tit_for_tat
GeneratedScenario_0014,0,1,9,cooperate,1.5789473684210527,tit_for_tat
GeneratedScenario_0014,0,1,10,defect,4.157894736842105,tit_for_tat
GeneratedScenario_0014,0,1,11,cooperate,1.736842105263158,tit_for_tat
GeneratedScenario_0014,0,1,12,defect,3.631578947368421,tit_for_tat
GeneratedScenario_0014,0,1,13,cooperate,1.4210526315789473,tit_for_tat
GeneratedScenario_0014,0,1,14,cooperate,1.1052631578947367,tit_for_tat
GeneratedScenario_0014,0,1,15,cooperate,1.263157894736842,tit_for_tat
GeneratedScenario_0014,0,1,16,defect,2.8421052631578947,tit_for_tat
GeneratedScenario_0014,0,1,17,cooperate,1.5789473684210527,tit_for_tat
