scenario_name,round,agent_id,move,payoff,strategy
Random_RandomProb,0,0,defect,2.5172413793103448,randomprob
Random_RandomProb,0,1,cooperate,0.41379310344827586,randomprob
Random_RandomProb,0,2,cooperate,1.3448275862068966,randomprob
Random_RandomProb,0,3,cooperate,0.8275862068965517,randomprob
Random_RandomProb,0,4,cooperate,0.7241379310344828,randomprob
Random_RandomProb,0,5,cooperate,0.6206896551724138,randomprob
Random_RandomProb,0,6,defect,2.2413793103448274,randomprob
Random_RandomProb,0,7,cooperate,0.8275862068965517,randomprob
Random_RandomProb,0,8,cooperate,0.8275862068965517,randomprob
Random_RandomProb,0,9,defect,2.2413793103448274,randomprob
Random_RandomProb,0,10,cooperate,0.8275862068965517,randomprob
Random_RandomProb,0,11,cooperate,0.9310344827586208,randomprob
Random_RandomProb,0,12,cooperate,1.5517241379310347,randomprob
Random_RandomProb,0,13,cooperate,0.6206896551724138,randomprob
Random_RandomProb,0,14,cooperate,0.8275862068965517,randomprob
Random_RandomProb,0,15,cooperate,1.0344827586206897,q_learning
Random_RandomProb,0,16,defect,1.9655172413793105,q_learning
Random_RandomProb,0,17,cooperate,0.7241379310344828,q_learning
Random_RandomProb,0,18,cooperate,0.3103448275862069,q_learning
Random_RandomProb,0,19,cooperate,1.0344827586206897,q_learning
Random_RandomProb,0,20,cooperate,0.8275862068965517,q_learning
Random_RandomProb,0,21,cooperate,1.1379310344827585,q_learning
Random_RandomProb,0,22,cooperate,0.7241379310344828,q_learning
Random_RandomProb,0,23,cooperate,0.8275862068965517,q_learning
Random_RandomProb,0,24,defect,2.5172413793103448,q_learning
Random_RandomProb,0,25,defect,2.3793103448275863,q_learning
Random_RandomProb,0,26,cooperate,0.7241379310344828,q_learning
Random_RandomProb,0,27,cooperate,0.9310344827586208,q_learning
Random_RandomProb,0,28,defect,2.103448275862069,q_learning
Random_RandomProb,0,29,cooperate,1.0344827586206897,q_learning
Random_RandomProb,1,0,cooperate,0.8275862068965517,randomprob
Random_RandomProb,1,1,cooperate,0.8275862068965517,randomprob
Random_RandomProb,1,2,defect,2.5172413793103448,randomprob
Random_RandomProb,1,3,defect,1.8275862068965516,randomprob
Random_RandomProb,1,4,cooperate,0.5172413793103449,randomprob
Random_RandomProb,1,5,defect,2.103448275862069,randomprob
Random_RandomProb,1,6,defect,1.9655172413793105,randomprob
Random_RandomProb,1,7,defect,1.5517241379310345,randomprob
Random_RandomProb,1,8,cooperate,0.7241379310344828,randomprob
Random_RandomProb,1,9,cooperate,1.1379310344827585,randomprob
Random_RandomProb,1,10,cooperate,0.7241379310344828,randomprob
Random_RandomProb,1,11,cooperate,0.7241379310344828,randomprob
Random_RandomProb,1,12,cooperate,1.2413793103448276,randomprob
Random_RandomProb,1,13,cooperate,0.7241379310344828,randomprob
Random_RandomProb,1,14,defect,1.8275862068965516,randomprob
Random_RandomProb,1,15,cooperate,0.9310344827586208,q_learning
Random_RandomProb,1,16,cooperate,0.8275862068965517,q_learning
Random_RandomProb,1,17,defect,1.8275862068965516,q_learning
Random_RandomProb,1,18,cooperate,0.3103448275862069,q_learning
Random_RandomProb,1,19,defect,2.103448275862069,q_learning
Random_RandomProb,1,20,defect,2.3793103448275863,q_learning
Random_RandomProb,1,21,cooperate,1.0344827586206897,q_learning
Random_RandomProb,1,22,cooperate,0.8275862068965517,q_learning
Random_RandomProb,1,23,cooperate,0.7241379310344828,q_learning
Random_RandomProb,1,24,cooperate,1.0344827586206897,q_learning
Random_RandomProb,1,25,cooperate,1.1379310344827585,q_learning
Random_RandomProb,1,26,cooperate,1.0344827586206897,q_learning
Random_RandomProb,1,27,cooperate,1.1379310344827585,q_learning
Random_RandomProb,1,28,cooperate,0.7241379310344828,q_learning
Random_RandomProb,1,29,cooperate,0.8275862068965517,q_learning
Random_RandomProb,2,0,cooperate,0.7241379310344828,randomprob
Random_RandomProb,2,1,defect,2.2413793103448274,randomprob
Random_RandomProb,2,2,cooperate,1.1379310344827585,randomprob
Random_RandomProb,2,3,defect,1.8275862068965516,randomprob
Random_RandomProb,2,4,defect,2.103448275862069,randomprob
Random_RandomProb,2,5,cooperate,0.8275862068965517,randomprob
Random_RandomProb,2,6,cooperate,0.8275862068965517,randomprob
Random_RandomProb,2,7,cooperate,0.7241379310344828,randomprob
Random_RandomProb,2,8,cooperate,0.5172413793103449,randomprob
Random_RandomProb,2,9,cooperate,1.1379310344827585,randomprob
Random_RandomProb,2,10,cooperate,0.8275862068965517,randomprob
Random_RandomProb,2,11,defect,2.3793103448275863,randomprob
Random_RandomProb,2,12,defect,2.793103448275862,randomprob
Random_RandomProb,2,13,cooperate,0.6206896551724138,randomprob
Random_RandomProb,2,14,cooperate,0.8275862068965517,randomprob
Random_RandomProb,2,15,cooperate,1.1379310344827585,q_learning
Random_RandomProb,2,16,cooperate,0.9310344827586208,q_learning
Random_RandomProb,2,17,defect,1.9655172413793105,q_learning
Random_RandomProb,2,18,cooperate,0.41379310344827586,q_learning
Random_RandomProb,2,19,cooperate,1.0344827586206897,q_learning
Random_RandomProb,2,20,cooperate,0.9310344827586208,q_learning
Random_RandomProb,2,21,cooperate,1.1379310344827585,q_learning
Random_RandomProb,2,22,defect,2.2413793103448274,q_learning
Random_RandomProb,2,23,cooperate,0.9310344827586208,q_learning
Random_RandomProb,2,24,cooperate,0.9310344827586208,q_learning
Random_RandomProb,2,25,cooperate,1.3448275862068966,q_learning
Random_RandomProb,2,26,cooperate,0.8275862068965517,q_learning
Random_RandomProb,2,27,cooperate,1.1379310344827585,q_learning
Random_RandomProb,2,28,cooperate,0.7241379310344828,q_learning
Random_RandomProb,2,29,cooperate,1.0344827586206897,q_learning
Random_RandomProb,3,0,cooperate,0.9310344827586208,randomprob
Random_RandomProb,3,1,cooperate,0.9310344827586208,randomprob
Random_RandomProb,3,2,cooperate,1.1379310344827585,randomprob
Random_RandomProb,3,3,defect,1.9655172413793105,randomprob
Random_RandomProb,3,4,cooperate,0.6206896551724138,randomprob
Random_RandomProb,3,5,cooperate,1.0344827586206897,randomprob
Random_RandomProb,3,6,cooperate,0.7241379310344828,randomprob
Random_RandomProb,3,7,cooperate,0.6206896551724138,randomprob
Random_RandomProb,3,8,defect,1.6896551724137931,randomprob
Random_RandomProb,3,9,cooperate,1.1379310344827585,randomprob
Random_RandomProb,3,10,cooperate,0.7241379310344828,randomprob
Random_RandomProb,3,11,defect,2.103448275862069,randomprob
Random_RandomProb,3,12,cooperate,1.4482758620689655,randomprob
Random_RandomProb,3,13,cooperate,0.7241379310344828,randomprob
Random_RandomProb,3,14,cooperate,0.8275862068965517,randomprob
Random_RandomProb,3,15,cooperate,1.0344827586206897,q_learning
Random_RandomProb,3,16,cooperate,0.9310344827586208,q_learning
Random_RandomProb,3,17,defect,1.9655172413793105,q_learning
Random_RandomProb,3,18,cooperate,0.5172413793103449,q_learning
Random_RandomProb,3,19,defect,2.3793103448275863,q_learning
Random_RandomProb,3,20,defect,2.3793103448275863,q_learning
Random_RandomProb,3,21,cooperate,1.0344827586206897,q_learning
Random_RandomProb,3,22,cooperate,0.8275862068965517,q_learning
Random_RandomProb,3,23,defect,2.103448275862069,q_learning
Random_RandomProb,3,24,cooperate,1.2413793103448276,q_learning
Random_RandomProb,3,25,cooperate,1.3448275862068966,q_learning
Random_RandomProb,3,26,cooperate,1.0344827586206897,q_learning
Random_RandomProb,3,27,cooperate,1.1379310344827585,q_learning
Random_RandomProb,3,28,cooperate,0.7241379310344828,q_learning
Random_RandomProb,3,29,cooperate,1.0344827586206897,q_learning
Random_RandomProb,4,0,defect,2.103448275862069,randomprob
Random_RandomProb,4,1,cooperate,0.7241379310344828,randomprob
Random_RandomProb,4,2,defect,2.2413793103448274,randomprob
